1000
0,571,9.11
0,885,1.14
0,631,0.37
0,746,4.03
0,226,6.51
1,236,8.84
1,893,6.12
1,933,3.08
1,388,1.86
1,108,8.92
2,594,9.98
2,682,8.67
2,620,0.52
2,60,6.77
2,685,1.64
3,352,8.67
3,185,4.29
3,24,8.48
3,796,1.18
3,29,0.26
4,708,8.59
4,761,9.57
4,992,5.85
4,524,3.05
4,759,9.39
5,474,7.54
5,334,8.49
5,703,6.69
5,920,2.25
5,758,7.53
6,580,7.91
6,15,1.43
6,473,7.16
6,85,5.72
6,476,4.96
7,558,5.34
7,380,9.63
7,429,7.87
7,383,9.51
7,641,9.89
8,754,2.13
8,715,2.34
8,531,4.09
8,540,3.19
8,82,2.72
9,267,8.37
9,983,3.35
9,38,5.24
9,874,7.25
9,868,7.99
10,402,3.36
10,729,8.06
10,912,5.2
10,678,3.31
10,881,7.51
11,38,5.55
11,533,4.41
11,635,3.37
11,899,8.1
11,369,2.33
12,20,5.33
12,185,4.18
12,20,1.31
12,244,0.78
12,345,7.9
13,650,8.11
13,157,0.76
13,567,8.2
13,719,9.61
13,95,3.96
14,3,6.43
14,833,9.66
14,623,5.34
14,113,8.9
14,890,0.71
15,699,1.49
15,793,9.65
15,83,4.23
15,803,7.87
15,597,3.84
16,443,3.45
16,683,3.43
16,227,7.9
16,372,4.25
16,803,7.42
17,515,7.14
17,378,8.32
17,553,0.8
17,65,4.23
17,151,2.97
18,174,0.19
18,113,2.01
18,377,8.1
18,160,4.14
18,711,9.09
19,406,9.24
19,783,7.11
19,878,1.7
19,683,0.82
19,744,7.92
20,51,8.99
20,811,1.69
20,944,7.67
20,816,2.74
20,324,7.76
21,800,7.94
21,902,3.57
21,758,6.13
21,927,9.51
21,940,8.52
22,21,9.3
22,847,5.45
22,328,7.5
22,86,2.85
22,635,1.03
23,158,8.37
23,568,4.36
23,747,7.06
23,43,1.36
23,373,0.98
24,806,1.12
24,265,6.96
24,594,5.77
24,104,3.97
24,834,5.35
25,177,8.49
25,451,7.11
25,274,9.06
25,981,2.53
25,998,5.88
26,998,0.93
26,37,5.84
26,183,8.0
26,889,3.74
26,389,4.87
27,258,5.14
27,202,8.66
27,684,4.89
27,741,9.84
27,112,7.93
28,615,3.92
28,731,2.38
28,645,0.97
28,871,4.44
28,564,4.19
29,215,4.66
29,661,5.74
29,170,3.86
29,919,0.19
29,581,9.41
30,875,1.12
30,897,7.99
30,43,2.61
30,460,8.2
30,663,5.54
31,952,7.61
31,75,1.17
31,159,3.43
31,24,9.39
31,102,3.43
32,222,3.72
32,757,7.39
32,812,8.52
32,885,8.1
32,302,9.79
33,429,7.03
33,399,8.01
33,831,8.38
33,903,3.56
33,854,3.18
34,828,2.46
34,292,9.41
34,366,2.12
34,798,5.27
34,464,3.57
35,497,6.97
35,67,7.69
35,564,8.5
35,585,9.05
35,282,2.78
36,302,0.44
36,648,6.16
36,745,3.
